number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
268229,closed,mcp: fix incorrect roots on remotes,connor4312,"- Don't show roots that live on a different RA than the MCP server
  (they have no way to deal with or represent these)
- Correctly transform roots that do live on the same RA using the URI
  transfomer, and move to the common layer.

Closes #250920

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 19:52:30+00:00,2025-09-24T20:12:28Z,2025-09-24T20:12:27Z,True,0,1,2,21,25,8,1,2025-09-24 20:12:27+00:00,35,595,False,True,False,False,False,False,8,0,0,46,21,25,1,2,,,,vscode
268227,closed,Remove unnecessary code,alexdima,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 19:44:31+00:00,2025-09-24T19:56:23Z,2025-09-24T19:56:22Z,True,0,1,1,2,7,1,1,2025-09-24 19:56:22+00:00,23,344,False,False,False,False,False,False,1,0,0,9,2,7,1,1,,,,vscode
268224,closed,Use custom icon for chatSessions to continue showing when FileIcon is turned off,vijayupadya,"Fixes #265150

Chat Sessions is using VS Code's standard ResourceLabel component which respects global file icon theme settings. When file icons setting is turned off, global CSS rule .predefined-file-icon { display: none !important; } hides all icons rendered through this system.
This change implements a custom icon for Chat Sessions similar to Timeline and Outline views that bypasses the file icon theme.",2025-09-24 19:37:54+00:00,2025-09-25T05:06:02Z,,False,4,0,6,55,8,2,4,2025-09-25 05:06:02+00:00,80,409,False,True,False,False,False,False,2,3,435,217,132,85,1,6,2.0,3.0,2025-09-24T21:04:18Z,vscode
268222,closed,Support for `new` chat sessions menu contributions,osortega,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Related to: https://github.com/microsoft/vscode/issues/268219

Adding support for extensions to contribute to `+` button dropdown",2025-09-24 19:33:52+00:00,2025-09-24T23:12:25Z,2025-09-24T23:12:23Z,True,0,3,3,74,3,3,3,2025-09-24 23:12:23+00:00,50,474,False,False,False,False,False,False,3,0,0,103,87,16,1,3,,,,vscode
268217,closed,dispose with service,meganrogge,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 18:38:38+00:00,2025-09-24T18:50:29Z,2025-09-24T18:50:28Z,True,0,0,1,9,1,1,0,2025-09-24 18:50:28+00:00,20,344,False,False,False,False,False,False,1,0,0,10,9,1,1,1,,,,vscode
268215,closed,improve notification for chat - make it location agnostic,meganrogge,cc @bpasero,2025-09-24 18:30:28+00:00,2025-09-24T19:42:02Z,2025-09-24T19:42:00Z,True,0,9,4,14,15,5,9,2025-09-24 19:42:00+00:00,57,11,False,False,False,False,True,False,5,0,0,39,19,20,1,4,,,,vscode
268214,closed,chat - allow to disable core agents for dev purposes,bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 18:16:30+00:00,2025-09-24T18:28:29Z,2025-09-24T18:28:27Z,True,0,2,1,6,1,1,2,2025-09-24 18:28:27+00:00,52,344,False,False,False,False,False,False,1,0,0,7,6,1,1,1,,,,vscode
268208,closed,chore: suppress dummy credential in yaml.test.ts,rzhao271,Resolves a CredScan issue.,2025-09-24 17:53:16+00:00,2025-09-24T18:05:36Z,2025-09-24T18:05:35Z,True,0,0,1,2,1,1,0,2025-09-24 18:05:35+00:00,48,26,False,False,False,False,False,False,1,0,0,3,2,1,1,1,,,,vscode
268207,closed,Fixes https://github.com/microsoft/vscode/issues/268206,hediet,"Fixes https://github.com/microsoft/vscode/issues/268206

This PR changes the presentation property of the `editTelemetry.codeSuggested`/`.codeAccepted` event from `""inlineSuggestion""` to `""inlineCompletion"" | ""nextEditSuggestion""`. FYI @ulugbekna @alexdima 

It also adds properties:
```
sourceExtensionId: string | undefined;
sourceExtensionVersion: string | undefined;
sourceProviderId: string | undefined;
```",2025-09-24 17:52:25+00:00,2025-09-24T20:19:46Z,2025-09-24T18:04:19Z,True,1,3,1,54,10,8,4,2025-09-24 18:04:19+00:00,55,412,False,True,False,False,False,False,8,1,14,64,54,10,1,1,1.0,1.0,2025-09-24T20:19:46Z,vscode
268205,closed,Adopt createCommandUri for more extensions code,mjbvz,"This makes sure we are creating command uris consistently and makes it easier to see where we use command uris
",2025-09-24 17:46:30+00:00,2025-09-26T13:49:44Z,2025-09-26T13:49:44Z,True,1,0,1,15,15,3,1,2025-09-26 13:49:44+00:00,47,111,False,False,False,False,False,False,3,0,0,30,15,15,1,1,,,,vscode
268204,closed,Fix missing dispose calls,mjbvz,"Found while fixing #268202

Will see if we want to add an eslint rule for this too

",2025-09-24 17:42:23+00:00,2025-09-24T17:54:15Z,2025-09-24T17:54:15Z,True,1,1,1,3,3,1,2,2025-09-24 17:54:15+00:00,25,84,False,True,False,False,False,False,1,0,0,6,3,3,1,1,,,,vscode
268202,closed,Don't use unbound `this` for dispose,mjbvz,"For #267785

This pattern is not safe when working with an `IDisposable`

",2025-09-24 17:37:54+00:00,2025-09-24T17:49:50Z,2025-09-24T17:49:50Z,True,1,0,1,1,1,1,1,2025-09-24 17:49:50+00:00,36,74,False,False,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
268196,closed,chore: remove gdnsuppress,rzhao271,"The BinSkim issues should be resolved now, so we can remove the gdnsuppress file.
",2025-09-24 17:18:55+00:00,2025-09-24T17:30:40Z,2025-09-24T17:30:39Z,True,0,0,1,0,79,2,0,2025-09-24 17:30:39+00:00,25,82,False,False,False,False,False,False,2,0,0,79,0,79,1,1,,,,vscode
268195,closed,add PromptDocumentSemanticTokensProvider,aeschli,For https://github.com/microsoft/vscode/issues/262159,2025-09-24 17:18:42+00:00,2025-09-26T08:13:27Z,2025-09-24T17:30:58Z,True,0,4,1,84,0,2,4,2025-09-24 17:30:58+00:00,40,53,False,False,False,True,False,False,2,0,0,84,84,0,1,1,,,,vscode
268193,closed,hover for tool references,aeschli,For https://github.com/microsoft/vscode/issues/262159,2025-09-24 16:51:55+00:00,2025-09-24T17:06:40Z,2025-09-24T17:06:39Z,True,0,3,2,38,23,2,3,2025-09-24 17:06:39+00:00,25,53,False,False,False,False,False,False,2,0,0,61,38,23,1,2,,,,vscode
268184,closed,Engineering - update distro,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 15:36:13+00:00,2025-09-24T15:58:34Z,2025-09-24T15:58:33Z,True,0,0,1,1,1,1,0,2025-09-24 15:58:33+00:00,27,344,False,False,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
268183,closed,Git - add context key for merge conflict detection,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 15:21:33+00:00,2025-09-24T15:39:23Z,2025-09-24T15:33:02Z,True,1,2,1,7,1,2,3,2025-09-24 15:33:02+00:00,50,344,False,False,False,False,False,False,2,1,241,8,7,1,1,1,1.0,1.0,2025-09-24T15:39:23Z,vscode
268182,closed,Add `toolMetadata` support to Language Model Tool Results,zhichli,"Enables tools to attach arbitrary metadata to results for enhanced chat extension integration.

## Changes
- Add `toolMetadata?: any` to `IToolResult` and `ExtendedLanguageModelToolResult`
- Dynamic property forwarding in type converters

**Related:** Chat extension will use this for tool logs analytics. microsoft/vscode-copilot-chat#1131",2025-09-24 15:08:15+00:00,2025-09-24T23:51:26Z,2025-09-24T23:51:26Z,True,0,9,9,24,3,6,9,2025-09-24 23:51:26+00:00,57,340,False,False,False,False,False,False,6,0,0,223,155,68,1,9,,,,vscode
268178,closed,Chat - add placeholder action to resolve merge conflicts using AI,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 14:38:15+00:00,2025-09-24T14:51:26Z,2025-09-24T14:51:25Z,True,0,1,2,47,1,2,1,2025-09-24 14:51:25+00:00,65,344,False,False,False,False,False,False,2,0,0,52,49,3,1,2,,,,vscode
268173,closed,Engineering - cleanup pipeline file name,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 14:09:17+00:00,2025-09-24T14:23:40Z,2025-09-24T14:23:39Z,True,0,0,1,2,2,2,0,2025-09-24 14:23:39+00:00,40,344,False,False,False,False,False,False,2,0,0,4,2,2,1,1,,,,vscode
268171,closed,Engineering - fix Windows stage,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 13:49:41+00:00,2025-09-24T14:01:12Z,2025-09-24T14:01:11Z,True,0,0,1,323,297,3,0,2025-09-24 14:01:11+00:00,31,344,False,True,False,False,False,False,3,0,0,620,323,297,1,1,,,,vscode
268167,closed,Engineering - move jobs into templates,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 13:24:35+00:00,2025-09-24T13:37:57Z,2025-09-24T13:37:56Z,True,0,2,4,547,602,3,2,2025-09-24 13:37:56+00:00,38,344,False,False,False,False,False,False,3,0,0,1163,554,609,1,4,,,,vscode
268164,closed,fix alpine builds,joaomoreno,"make sure npmrc file is available in docker env

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 13:12:29+00:00,2025-09-24T13:58:55Z,2025-09-24T13:58:54Z,True,0,0,3,11,1,2,0,2025-09-24 13:58:54+00:00,17,393,False,True,False,True,False,False,2,0,0,16,13,3,1,3,,,,vscode
268162,closed,chat - be specific for anonymous usage around default mode and model,bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 12:58:52+00:00,2025-09-24T13:22:25Z,2025-09-24T13:22:23Z,True,0,1,1,12,3,1,1,2025-09-24 13:22:24+00:00,68,344,False,False,False,False,False,False,1,0,0,15,12,3,1,1,,,,vscode
268160,closed,chat - do not disable anonymous in untrusted workspaces,bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 12:42:45+00:00,2025-09-24T13:21:08Z,2025-09-24T13:21:07Z,True,0,0,1,1,1,1,0,2025-09-24 13:21:07+00:00,55,344,False,False,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
268152,closed,chat - treat anonymous like free users for default mode/model experiment,bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 11:46:22+00:00,2025-09-24T12:02:58Z,2025-09-24T12:02:57Z,True,0,0,1,3,2,1,0,2025-09-24 12:02:57+00:00,72,344,False,False,False,False,False,False,1,0,0,5,3,2,1,1,,,,vscode
268133,closed,remove setting,sandy081,,2025-09-24 09:35:56+00:00,2025-09-24T09:47:30Z,2025-09-24T09:47:29Z,True,0,0,1,1,1,1,0,2025-09-24 09:47:29+00:00,14,0,False,False,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
268131,closed,Engineering - extract Windows ci jobs in a template,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 09:27:29+00:00,2025-09-24T10:19:17Z,2025-09-24T10:19:16Z,True,0,0,3,64,114,4,0,2025-09-24 10:19:16+00:00,51,344,False,False,False,False,False,False,4,0,0,196,73,123,1,3,,,,vscode
