number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
10121,closed,Catalogue support for models,Faryshta,"I don't know if this is done in other frameworks with other names.

The case usage is that on the database sometimes the columns contain an index or abbreviaton of the value to be shown to the user. Other times the data needs to be translated to be shown and it can be time consuming to type `Yii::t('app', $model->attribute)` everytime its used or create internal methods to do it.

With this there is an introduction to a new functionality named `Model::catalogues()` which handles static data to be used inside the class. The data can be accesed using the `Model::getTerminology()` static method or `Model::getAttributeTerminology` instanced method.

The method `Model::catalogues contain documentation with usage examples.`
- [x] functional methods.
- [x] phpDoc
- [x] Unit tests
- [ ] include it on the model guide.
- [ ] squash commits on another branch
",2015-11-08 21:38:24+00:00,2015-11-26T07:53:29Z,,False,34,0,14,246,0,3,30,2015-11-17 10:00:49+00:00,28.0,860,True,False,False,False,False,False,13,30,4996,276.0,261.0,15.0,1.0,14.0,7.0,30.0,2015-11-08T21:54:30Z,yii2
10123,closed,Update tutorial-yii-integration.md,asmythe,"I found the existing language to be quite confusing. It took me several attempts of several hours each to get it working on my computer. I have several years of Yii 1 development behind me and have now done four or five Yii 2 apps, so I don't think I'm being dense. I think my language is a lot clearer and more specific.

However, note that I could not get it to work without commenting out a line of vendor/yiisoft/yii2/base/Object.php, which can't be a good thing. Hopefully someone will know how to avoid this problem and will be able to further correct my instructions.

---

After thinking about this overnight, I would amend my directions to recommend that the user copy all the main Yii folders, e.g. controllers, models, etc. into the @app directory, but I can't figure out how to change my commit or add another commit to it.
",2015-11-09 04:30:09+00:00,2015-11-20T13:18:39Z,,False,2,0,1,23,18,1,2,2015-11-19 23:02:33+00:00,34.0,836,False,False,False,False,False,False,1,2,2769,41.0,23.0,18.0,1.0,1.0,2.0,2.0,2015-11-19T23:02:33Z,yii2
10124,closed,UrlRule possible BC break notice,SilverFire,"As a resolve of messaging under 289b051c4a396d3aa0d2078aa24314118bb7c833

Ready to be merged
",2015-11-09 17:25:06+00:00,2015-11-12T09:19:21Z,2015-11-09T18:00:49Z,True,5,0,1,25,29,2,5,2015-11-09 18:00:50+00:00,32.0,93,False,False,False,False,False,False,2,5,1274,54.0,25.0,29.0,1.0,1.0,3.0,5.0,2015-11-09T18:00:54Z,yii2
10127,closed,typo corrected,kasoft,,2015-11-10 07:52:16+00:00,2015-11-10T10:08:51Z,,False,2,0,1,1,1,1,2,2015-11-10 10:08:51+00:00,14.0,0,False,False,False,False,False,False,1,2,78,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2015-11-10T09:13:18Z,yii2
10129,closed,ComposerValidatorTest - Fixed PHP7 error,SilverFire,,2015-11-10 10:42:16+00:00,2015-11-10T12:46:35Z,2015-11-10T10:53:43Z,True,4,0,1,1,1,1,4,2015-11-10 10:53:43+00:00,40.0,0,True,False,False,False,False,False,1,4,336,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2015-11-10T10:47:16Z,yii2
1013,closed,Convert to short syntax all array in basic app,sensorario,,2013-10-18 09:15:54+00:00,2014-06-18T17:11:09Z,,False,3,0,2,13,13,3,3,2013-10-18 09:50:22+00:00,46.0,0,True,False,False,False,False,False,69,3,408,861.0,430.0,431.0,1.0,2.0,2.0,3.0,2013-10-18T09:22:41Z,yii2
10130,closed,Fix #6780: add findAll without conditions,pana1990,"#6780

Task : 
- [x] Update [activeRecord guide](https://github.com/yiisoft/yii2/blob/master/docs/guide/db-active-record.md)
- [x] Update change log
",2015-11-10 11:10:57+00:00,2018-07-07T15:23:17Z,,False,11,2,4,29,3,5,13,2018-06-22 20:40:49+00:00,41.0,149,True,False,False,False,False,False,219,11,1050,49957.0,36447.0,13510.0,1.0,4.0,3.0,11.0,2015-11-10T11:20:54Z,yii2
10132,closed,"Fixed IpValidator, FormatterDate tests",SilverFire,,2015-11-10 12:45:09+00:00,2015-11-10T12:46:14Z,2015-11-10T12:46:11Z,True,1,0,2,10,26,2,1,2015-11-10 12:46:11+00:00,38.0,0,True,False,False,False,False,False,2,1,9,36.0,10.0,26.0,1.0,2.0,1.0,1.0,2015-11-10T12:46:14Z,yii2
10133,closed,Fix test for php7,pana1990,"missclick
",2015-11-10 19:35:40+00:00,2015-11-10T20:03:23Z,,False,0,0,1,0,1,1,0,2015-11-10 20:02:40+00:00,17.0,10,True,False,False,False,False,False,1,0,0,1.0,0.0,1.0,1.0,1.0,,,,yii2
10135,closed,Update composer-asset-plugin version,bluezed,"The composer-asset-plugin is now on version 1.1.0 and unless there's a reason why Yii requires ~1.0.3 I propose this update to the documentation.
",2015-11-11 07:46:34+00:00,2015-11-11T08:59:10Z,2015-11-11T08:57:41Z,True,1,0,1,1,1,1,1,2015-11-11 08:57:41+00:00,36.0,146,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2015-11-11T08:57:45Z,yii2
10137,closed,Update composer-asset-plugin [skip ci],pana1990,"related #10135
",2015-11-11 10:28:55+00:00,2015-11-11T18:56:19Z,2015-11-11T18:08:34Z,True,1,0,1,3,3,3,1,2015-11-11 18:08:34+00:00,38.0,15,False,False,False,False,False,False,3,1,9,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2015-11-11T18:08:36Z,yii2
10138,closed,Update docs [skip ci],pana1990,,2015-11-11 10:47:36+00:00,2015-11-11T18:55:49Z,2015-11-11T17:23:06Z,True,1,0,1,8,1,1,1,2015-11-11 17:23:06+00:00,21.0,0,False,False,False,False,False,False,1,1,9,9.0,8.0,1.0,1.0,1.0,1.0,1.0,2015-11-11T17:23:09Z,yii2
10145,closed,UPGRADE.md - added flush cache requirement,SilverFire,"UPGRADE.md - added flush cache requirement
Guide (ru,en) - added cache flushing manual

Because of @petrabarus information in https://github.com/yiisoft/yii2/pull/10124#issuecomment-156039200
",2015-11-12 10:23:26+00:00,2015-11-12T10:30:52Z,2015-11-12T10:30:34Z,True,1,0,2,37,6,3,1,2015-11-12 10:30:34+00:00,42.0,192,False,False,False,False,False,False,3,1,25,43.0,37.0,6.0,1.0,2.0,1.0,1.0,2015-11-12T10:30:52Z,yii2
10146,closed,Update travis composer-asset-plugin,janisto,,2015-11-12 12:01:23+00:00,2015-11-12T13:51:47Z,2015-11-12T13:51:43Z,True,1,0,1,1,1,1,1,2015-11-12 13:51:43+00:00,35.0,0,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2015-11-12T13:51:47Z,yii2
10147,closed,Update docs composer-asset-plugin [skip ci],janisto,,2015-11-12 12:27:22+00:00,2015-11-12T13:52:16Z,2015-11-12T13:52:07Z,True,1,0,1,18,18,18,1,2015-11-12 13:52:07+00:00,43.0,0,False,False,False,False,False,False,18,1,9,36.0,18.0,18.0,1.0,1.0,1.0,1.0,2015-11-12T13:52:09Z,yii2
10149,closed,Implemented __sleep in yii\db\Connection to support serializing the c…,SamMousa,"…onnection object without exceptions.
",2015-11-12 16:02:38+00:00,2015-11-16T21:48:54Z,,False,8,0,5,23,1,3,8,2015-11-16 21:48:52+00:00,70.0,38,True,False,False,False,False,False,5,8,347,28.0,25.0,3.0,1.0,5.0,3.0,8.0,2015-11-12T16:46:05Z,yii2
10153,closed,[Docs PL] tabular input,bizley,,2015-11-13 16:09:52+00:00,2015-11-15T11:59:56Z,2015-11-15T11:59:48Z,True,1,0,2,110,2,2,1,2015-11-15 11:59:48+00:00,23.0,0,True,False,False,False,False,False,38,1,9,456.0,361.0,95.0,2.0,2.0,1.0,1.0,2015-11-15T11:59:52Z,yii2
10155,closed,Fixed EmailValidator to check email length properly,SilverFire,"Closes #10142
- [x] PHP & JS
- [x] Tests
- [x] Changelog
- [x] Code review
",2015-11-13 22:42:12+00:00,2016-02-01T21:50:33Z,2015-11-15T21:23:00Z,True,10,3,2,53,15,4,13,2015-11-15 21:23:00+00:00,51.0,75,True,False,False,False,False,False,6,10,3821,70.0,54.0,16.0,1.0,2.0,3.0,10.0,2015-11-15T21:23:04Z,yii2
10156,closed,docs/guide-ja updated [ci skip],softark,,2015-11-14 00:13:45+00:00,2015-11-15T22:17:26Z,2015-11-15T11:59:17Z,True,1,0,1,94,1,3,1,2015-11-15 11:59:17+00:00,31.0,0,False,False,False,False,False,False,3,1,9,95.0,94.0,1.0,1.0,1.0,1.0,1.0,2015-11-15T11:59:22Z,yii2
10159,closed,Update docs [skip ci],pana1990,,2015-11-15 18:59:40+00:00,2015-11-15T21:27:43Z,2015-11-15T21:18:39Z,True,1,0,1,1,0,1,1,2015-11-15 21:18:39+00:00,21.0,0,False,False,False,False,False,False,1,1,9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2015-11-15T21:18:42Z,yii2
1016,closed,Converted all arrays to short syntax - PHP 5.4 adaption,pmoust,"Converted all arrays to short syntax - PHP 5.4 adaption
This is WIP mainly for styling empty arrays or arrays that contained arrays and had a line break for readability.
",2013-10-18 13:29:02+00:00,2014-07-20T05:59:23Z,,False,2,0,3,4085,4085,356,2,2013-10-18 13:33:07+00:00,55.0,170,True,False,False,False,False,False,301,2,81,8173.0,4087.0,4086.0,1.0,2.0,2.0,2.0,2013-10-18T13:33:07Z,yii2
10160,closed,docs/guide-ja/tutorial-console.md updated [ci skip],softark,,2015-11-15 22:23:03+00:00,2015-11-23T22:16:44Z,2015-11-15T22:47:10Z,True,1,0,1,1,0,1,1,2015-11-15 22:47:10+00:00,51.0,0,False,False,False,False,False,False,1,1,9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2015-11-15T22:47:13Z,yii2
10161,closed,fix translation in compare validator,ZAYEC77,,2015-11-15 22:23:26+00:00,2015-11-18T15:02:30Z,,False,9,1,5,67,65,3,10,2015-11-18 15:02:27+00:00,36.0,0,True,False,False,False,False,False,19,9,1309,263.0,148.0,115.0,2.0,5.0,3.0,9.0,2015-11-15T22:46:58Z,yii2
10162,closed,Enhancement range validator traversable,SamMousa,"Proposed implementation for #10154
",2015-11-16 08:19:00+00:00,2015-11-18T17:57:22Z,,False,6,4,4,151,12,6,10,2015-11-18 14:44:17+00:00,39.0,35,True,False,False,False,False,False,9,6,512,187.0,163.0,24.0,1.0,4.0,2.0,6.0,2015-11-16T13:21:47Z,yii2
10166,closed,"Allow setting css options per CSS file in AssetBundle::$css, fixes #10158",machour,"Closes #10158 
",2015-11-16 14:13:34+00:00,2015-11-19T14:08:19Z,2015-11-19T12:45:07Z,True,3,11,6,72,5,4,14,2015-11-19 12:45:07+00:00,73.0,15,True,False,False,False,False,False,39,3,131,595.0,438.0,157.0,1.0,6.0,2.0,3.0,2015-11-16T18:06:04Z,yii2
10169,closed,Normalized mb_* function calls to use Yii::$app->charset,SilverFire,"There are calls of mb_\* functions without specified charset or with wrong charset (`utf-8`, 'utf8').

This PR normalizes mb_\* functions calls to use `UTF-8` or `Yii::$app->charset`.
- [x] code
- [x] tests
- [x] changelog
- [x] code review
",2015-11-16 22:34:45+00:00,2015-11-17T12:30:57Z,2015-11-17T10:10:52Z,True,2,9,1,23,20,7,11,2015-11-17 10:10:52+00:00,56.0,241,True,False,False,False,False,False,7,2,80,43.0,23.0,20.0,1.0,1.0,1.0,2.0,2015-11-16T22:41:36Z,yii2
10178,closed,Fixed issue #10170: Yii::powered() does not use i18n,SamMousa,,2015-11-17 12:14:58+00:00,2015-11-18T14:45:22Z,,False,8,3,4,7,1,2,11,2015-11-18 14:37:45+00:00,52.0,0,False,False,False,False,False,False,4,8,1749,28.0,17.0,11.0,1.0,4.0,3.0,8.0,2015-11-17T12:29:26Z,yii2
10179,closed,Add comment method to SchemaBuilder,kstkn,"Fixes #9330
MySQL and PostgreSQL
",2015-11-17 17:53:43+00:00,2015-11-17T18:02:13Z,,False,1,0,1,88,1,3,1,2015-11-17 18:02:13+00:00,35.0,33,False,False,False,False,False,False,2,1,401,89.0,88.0,1.0,1.0,1.0,1.0,1.0,2015-11-17T18:02:13Z,yii2
10182,closed,#10078: add option to disable csrf on forms,machour,,2015-11-18 09:31:01+00:00,2015-11-19T14:08:51Z,2015-11-18T11:24:32Z,True,4,4,6,25,1,3,8,2015-11-18 11:24:32+00:00,43.0,0,True,False,False,False,False,False,17,4,166,89.0,59.0,30.0,1.0,6.0,2.0,4.0,2015-11-18T09:46:42Z,yii2
10186,closed,Use native hash_equals in Security::compareString,aotd1,"Using native timing attack safe function http://php.net/manual/ru/function.hash-equals.php
",2015-11-18 17:12:15+00:00,2018-01-18T16:04:38Z,,False,3,0,1,3,0,1,3,2018-01-17 22:59:20+00:00,49.0,91,False,False,False,False,False,False,1,3,434,3.0,3.0,0.0,1.0,1.0,3.0,3.0,2015-11-18T17:20:08Z,yii2
10187,closed,Update View.php,DrDeath72,"Чтоб левых отступов не было перед <!doctype html> например
",2015-11-18 19:42:04+00:00,2015-11-19T06:18:08Z,,False,4,0,1,1,0,1,4,2015-11-18 22:31:42+00:00,15.0,59,False,False,False,False,False,False,1,4,245,1.0,1.0,0.0,1.0,1.0,3.0,4.0,2015-11-18T22:31:52Z,yii2
10188,closed,Enh #7405: Added `yii\filters\auth\AuthMetod::optional` property,SilverFire,"Closes #7405
- [x] Code
- [x] Tests
- [x] Changelog
- [x] Code review
",2015-11-18 21:35:53+00:00,2015-11-19T17:01:06Z,,False,2,6,5,305,17,7,8,2015-11-19 17:01:06+00:00,64.0,70,True,False,False,False,False,False,9,2,107,670.0,479.0,191.0,1.0,5.0,2.0,2.0,2015-11-19T16:46:16Z,yii2
1019,closed,Tiny optimization of getId(),crtlib,"Or it's funny?
",2013-10-18 14:47:15+00:00,2013-10-18T15:25:21Z,,False,4,0,1,1,1,1,4,2013-10-18 15:11:55+00:00,28.0,15,False,False,False,False,False,False,1,4,533,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2013-10-18T14:56:37Z,yii2
10192,closed,Added requirement for ICU Data,SilverFire,"As a result of segfaults #10152, #10171
",2015-11-19 09:44:48+00:00,2015-11-19T15:27:54Z,,False,2,5,3,18,1,3,7,2015-11-19 15:26:21+00:00,30.0,40,False,False,False,False,False,False,5,2,88,37.0,27.0,10.0,1.0,3.0,2.0,2.0,2015-11-19T15:26:21Z,yii2
10196,closed,Updated link to current statements of mysql,githubjeka,,2015-11-20 07:47:18+00:00,2015-11-20T08:47:59Z,2015-11-20T08:46:08Z,True,1,0,1,1,1,1,1,2015-11-20 08:46:08+00:00,43.0,0,False,False,False,False,False,False,1,1,12,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2015-11-20T08:46:13Z,yii2
10199,closed,"Added tests for dropTable, truncateTable and renameTable",edgardmessias,,2015-11-20 12:14:58+00:00,2015-11-20T13:17:22Z,,False,3,3,2,42,97,3,6,2015-11-20 13:17:06+00:00,56.0,0,True,False,False,False,False,False,6,3,107,233.0,89.0,144.0,1.0,2.0,2.0,3.0,2015-11-20T12:51:13Z,yii2
1020,closed,Module & Application refactoring,samdark,"Refactored Module and Application after discussion with @slavcodev.

Main idea is to remove `instanceof Application` from `Module` so parent will not be dependent on child anymore.
",2013-10-18 22:29:09+00:00,2014-08-05T04:37:35Z,2013-10-19T19:33:41Z,True,5,7,7,23,12,2,12,2013-10-19 19:33:41+00:00,32.0,181,False,False,False,False,False,False,11,5,880,112.0,59.0,53.0,1.0,7.0,3.0,5.0,2013-10-18T22:29:24Z,yii2
10200,closed,"Controller->viewPath can be set, fixes #10086",Sibilino,"Added setViewPath() that allows setting the base path for the
controller's views. Changed getViewPath() to return the value that was
explicitly set, before defaulting to the usual module-based path.

Thus, #10086 can be fixed using:

``` php
public $controllerMap = [
    'account' => [
        'class' => 'app\controllers\UserController',
        'viewPath' => '/home/[user]/public_html/yii_example/views/user'
    ],
    // ...
]
```
",2015-11-20 12:24:23+00:00,2017-09-27T14:14:56Z,,False,3,8,5,24,7,3,11,2015-11-21 17:29:10+00:00,45.0,436,False,False,False,False,False,False,6,3,382,41.0,29.0,12.0,1.0,5.0,2.0,3.0,2015-11-21T17:29:08Z,yii2
10208,closed,Fix name migration class [skip ci],pana1990,,2015-11-21 11:00:57+00:00,2015-11-21T11:33:01Z,2015-11-21T11:30:58Z,True,1,0,1,1,1,1,1,2015-11-21 11:30:58+00:00,34.0,0,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2015-11-21T11:31:04Z,yii2
10211,closed, correct js to css,uwang,,2015-11-21 13:00:54+00:00,2015-11-21T15:13:00Z,2015-11-21T15:12:56Z,True,1,0,1,1,1,1,1,2015-11-21 15:12:56+00:00,18.0,0,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2015-11-21T15:13:00Z,yii2
10212,closed,fix some issues,uwang,,2015-11-21 14:30:04+00:00,2015-11-21T14:59:37Z,,False,0,0,2,6,6,1,0,2015-11-21 14:58:07+00:00,15.0,0,True,False,False,False,False,False,33,0,0,1916.0,1630.0,286.0,1.0,2.0,,,,yii2
10213,closed,Add enhancements for #9465,pana1990,"No merge yet.

I suggest to change the following: 

'create' => '@yii/views/createMigration.php',
'drop' => '@yii/views/dropMigration.php',
 'add_column' => '@yii/views/addMigration.php',
 'drop_column' => '@yii/views/removeMigration.php',

to

'create_table' => '@yii/views/createTableMigration.php',
'drop_table' => '@yii/views/dropTableMigration.php',
'add_column' => '@yii/views/addColumnMigration.php',
'drop_column' => '@yii/views/dropColumnMigration.php',
",2015-11-21 14:39:45+00:00,2015-11-23T10:34:22Z,,False,2,9,3,83,33,6,11,2015-11-23 10:34:16+00:00,26.0,463,True,False,False,False,False,False,8,2,90,124.0,87.0,37.0,1.0,3.0,1.0,2.0,2015-11-23T10:34:16Z,yii2
10214,closed,fix issues in guide-zh-CN,uwang,,2015-11-21 15:36:41+00:00,2015-11-23T10:24:55Z,,False,3,0,6,5,5,1,3,2015-11-21 15:37:07+00:00,25.0,0,True,False,False,False,False,False,67,3,68,3834.0,3261.0,573.0,1.0,5.0,2.0,3.0,2015-11-22T12:03:30Z,yii2
10215,closed,fix some issues in guide-zh-CN,uwang,"1.Fixed two typos
2.Improved reading experience
",2015-11-21 16:07:56+00:00,2015-11-21T16:49:38Z,2015-11-21T16:49:34Z,True,1,0,1,4,4,1,1,2015-11-21 16:49:34+00:00,30.0,48,False,False,False,False,False,False,1,1,12,8.0,4.0,4.0,1.0,1.0,1.0,1.0,2015-11-21T16:49:38Z,yii2
10216,closed,Update concept-behaviors.md,ostashevdv,"Example behavior configuration
",2015-11-21 18:22:08+00:00,2015-11-21T20:57:54Z,2015-11-21T20:57:51Z,True,1,0,1,2,2,1,1,2015-11-21 20:57:51+00:00,27.0,31,False,False,False,False,False,False,1,1,12,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2015-11-21T20:57:54Z,yii2
10220,closed,add runtime-logging.md to guide-zh-CN,uwang,"copy english version into guide-zh-CN
",2015-11-22 06:49:29+00:00,2015-11-22T12:16:38Z,,False,1,0,2,384,0,1,1,2015-11-22 12:16:33+00:00,37.0,38,False,False,False,False,False,False,4,1,26,427.0,414.0,13.0,2.0,2.0,1.0,1.0,2015-11-22T12:16:38Z,yii2
10223,closed,#10217 Support for multiple params with the same name,omnilight,"Fixes for #10217 
",2015-11-22 13:05:58+00:00,2015-11-30T10:28:45Z,,False,8,8,2,18,8,1,16,2015-11-26 20:57:51+00:00,53.0,18,False,False,False,False,False,False,2,8,1078,26.0,18.0,8.0,1.0,2.0,2.0,8.0,2015-11-24T19:37:40Z,yii2
10225,closed,Returns object from methods for chaining purpose,arturf,,2015-11-23 05:20:52+00:00,2017-09-29T16:31:43Z,,False,6,0,1,13,0,3,6,2015-11-23 11:51:34+00:00,48.0,0,False,False,False,False,False,False,3,6,807,13.0,13.0,0.0,1.0,1.0,4.0,6.0,2015-11-23T10:42:20Z,yii2
10226,closed,Added $imageLibrary property to CaptchaActionAdded $imageLibrary property to CaptchaAction (#8284),AnatolyRugalev,"Fixes #8284
",2015-11-23 07:03:29+00:00,2015-11-23T10:41:04Z,,False,1,0,2,16,2,2,1,2015-11-23 10:41:01+00:00,98.0,12,False,False,False,False,False,False,3,1,89,18.0,16.0,2.0,1.0,2.0,1.0,1.0,2015-11-23T10:41:04Z,yii2
1023,closed,Js default position,ZhandosKz,"Added options for configuring js default position.
",2013-10-19 18:05:10+00:00,2014-07-01T14:04:07Z,,False,18,1,2,5,1,1,19,2013-10-20 13:40:52+00:00,19.0,51,False,False,False,False,False,False,2,18,3099,10.0,7.0,3.0,1.0,2.0,4.0,18.0,2013-10-19T18:20:46Z,yii2
10234,closed,fix for unsafe validator,mdmunir,"Closes #8145 #8139 #11153
",2015-11-24 09:24:52+00:00,2016-03-22T21:39:49Z,,False,4,1,3,60,3,3,5,2016-03-22 21:36:55+00:00,24.0,26,True,False,False,False,False,False,6,4,206,79.0,68.0,11.0,1.0,3.0,2.0,4.0,2015-11-30T13:17:54Z,yii2
10235,closed,Fixed `yii\console\Application::runAction` to not to corrupt response,hiqsol,"… exit code when action returns Response object

Original code forced casting to integer which resulted in changing Response object with exitStatus = 0 to integer 1.
",2015-11-24 10:26:51+00:00,2016-04-22T15:24:59Z,,False,1,0,1,52,2,3,1,2016-04-22 15:24:47+00:00,69.0,166,True,False,False,False,False,False,3,1,20,54.0,52.0,2.0,1.0,1.0,1.0,1.0,2016-04-22T15:24:39Z,yii2
10239,closed,Fix phpdocs [skip ci],pana1990,"resolve in https://github.com/yiisoft/yii2/pull/10241
",2015-11-24 17:58:19+00:00,2015-12-06T16:38:13Z,,False,0,0,1,4,4,1,0,2015-11-24 19:02:35+00:00,21.0,54,False,False,False,False,False,False,1,0,0,8.0,4.0,4.0,1.0,1.0,,,,yii2
10241,closed,Fix phpdocs and small bug,pana1990,"Fix small bug, fields need be array by default beacuse yii parse string to array only if option is array by default (https://github.com/yiisoft/yii2/blob/master/framework/console/Controller.php#L84).

I fix test too, sorry for my mistake
",2015-11-24 19:09:04+00:00,2015-11-25T10:20:59Z,2015-11-24T20:40:03Z,True,6,0,1,12,44,2,6,2015-11-24 20:40:03+00:00,25.0,238,True,True,False,False,False,False,2,6,511,56.0,12.0,44.0,1.0,1.0,2.0,6.0,2015-11-24T20:40:17Z,yii2
10244,closed,Fixes #8329: Added support of options for `message` console command,samdark,"Replaces https://github.com/yiisoft/yii2/pull/8739
",2015-11-25 03:28:31+00:00,2015-11-27T13:17:27Z,2015-11-27T13:17:25Z,True,2,3,2,279,32,10,5,2015-11-27 13:17:25+00:00,67.0,51,False,False,False,False,False,False,12,2,219,353.0,300.0,53.0,2.0,2.0,2.0,2.0,2015-11-25T03:30:40Z,yii2
10248,closed,Fix test for migration,pana1990,"@SilverFire it pass all tests now, the error was in regular expression and olds migrations (now i call tearDownMigrationPath in parseName method to avoid this one).
",2015-11-25 09:57:27+00:00,2015-11-25T10:24:24Z,2015-11-25T10:20:23Z,True,1,0,1,3,1,1,1,2015-11-25 10:20:23+00:00,22.0,165,True,False,False,False,False,False,1,1,20,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2015-11-25T10:20:33Z,yii2
